,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team,H/A/N,Conference,Opponent,Opponent Conference,Date,Location,Attendance,Non Conference Game,Neutral Site Game,Road Game,Top 25 Opponent,March Madness Opponent,NCON MM,Mid Major Opponent,Opponent Wins,Opponent Losses,Opponent Win Percentage,Opponent Won More than 20,Opponent Lost more than 15,Record Differential,Record Differential Squared,Win Differential Squared,SM,Line,(SM+Line)^2,(SM+Line+10)^2,Cover Spread,Largest Lead,Largest Deficit,Volatility,Lost as Favorite,Won as Underdog,Tournament Caliber Game ,Win Game within 8,Under .500 Opp min 5 games,15+ Win Within .150 WD min 5g,No double digit lead,Above 5 and below 15 leads,Beat line by double digits,Won by 20 against over .500 team,Within 10 line,Line over 20,Over/Under Line,Total Points,Player Points given up,Opp Coach Value,Opp Historical Value,Standard Point,Game Coding,Potential Game Coding Next Season,Personal Score Thought,"THINK ABOUT ON THE ROAD FAVORITES, within 10 line, 20+ line, power conference vs power conference, actually name the conference for opponent, road x conference, add attendance back,  ranked opponents, top 5, top 10, (sm+line+10)^2 vs ranked, lead/deficit both within 15, both l/d between 7-15, wins by top 25 opponent, actively in bracketology?, power non conference road game, add opponent coach rating",SOS Median,SOS Min,SOS Max,SOS STDEV,SOS SUM
Southern Miss,,,,,,,,,,,,,,,1,0,,,,,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3047663595735,12.6983663595735,17.9111663595735,3.68600622896924,30.609532719147
,Southern Miss,HOME,Sun Belt,Bowling Green,MAC,"Nov 4, 2024","Hattiesburg, MS",3436,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,-4.5,20.25,210.25,1,15,0,0,0,0,0,0,0,0,0,0,1,0,1,0,147.5,145,0,13.5762359573455,18.881,1,112,21112,20,,17.9111663595735,17.9111663595735,17.9111663595735,17.9111663595735,17.9111663595735
,Southern Miss,AWAY,Sun Belt,UAB,American,"Nov 7, 2024","Birmingham, AL",3791,1,0,1,0,1,1,1,0,1,0,0,0,1,1,-1,-14,13.5,-0.25,90.25,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,153.5,182,0,13.5762359573455,18.881,1,212,22212,20,,12.6983663595735,12.6983663595735,12.6983663595735,12.6983663595735,12.6983663595735
Southern Utah,,,,,,,,,,,,,,,1,1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.56603147652967,-9.23112651498867,-7.90093643807067,0.940586423655773,-17.1320629530593
,Southern Utah,HOME,WAC,FIU,CUSA,"Nov 9, 2024","Cedar City, UT",2856,1,0,0,0,0,0,1,0,1,0,0,0,1,1,-1,5,-5.5,-0.25,90.25,0,13,6,78,0,0,0,1,0,0,0,1,0,0,1,0,160.5,155,0,0.91035619293333,23.191,1,112,21112,25,,-7.90093643807067,-7.90093643807067,-7.90093643807067,-7.90093643807067,-7.90093643807067
,Southern Utah,HOME,WAC,Nebraska Omaha,Summit,"Nov 16, 2024","Cedar City, UT","1,006",1,0,0,0,0,0,1,2,2,0.5,0,0,0.5,0.25,-1,6,-7.5,-2.25,72.25,0,19,6,114,0,0,0,1,0,0,0,0,0,0,1,0,155.5,152,0,4.59644850113333,23.191,1,112,21112,30,,-9.23112651498867,-9.23112651498867,-9.23112651498867,-9.23112651498867,-9.23112651498867
St. Bonaventure,,,,,,,,,,,,,,,1,0.25,,,,,,,-2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33485005309026,-10.1406125874234,22.5290415802706,14.0221815344999,29.0581290990277
,St. Bonaventure,HOME,A10,Cal St. Northridge,Big West,"Nov 4, 2024","Saint Bonaventure, NY","3,859",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,-8.5,30.25,240.25,1,21,2,42,0,0,0,0,0,0,0,0,1,0,1,0,144.5,126,0,36.7691666457942,21.788,1,112,21112,30,,13.4156596664579,13.4156596664579,13.4156596664579,13.4156596664579,13.4156596664579
,St. Bonaventure,AWAY,A10,Florida Gulf Coast,ASUN,"Nov 13, 2024","Fort Myers, FL","3,554",1,0,1,0,0,0,1,0,2,0,0,0,1,1,-4,9,-1.5,56.25,306.25,1,13,3,39,0,0,0,0,0,0,0,0,1,0,1,0,135.5,139,0,43.1620580270609,21.788,1,212,21212,40,,22.5290415802706,22.5290415802706,22.5290415802706,22.5290415802706,22.5290415802706
,St. Bonaventure,HOME,A10,Le Moyne,NEC,"Nov 16, 2024","Saint Bonaventure, NY","4,239",1,0,0,0,0,0,1,1,3,0.25,0,0,0.75,0.5625,-4,19,-17.5,2.25,132.25,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.5,123,0,43.2019439722609,21.788,1,112,21112,20,,3.25404043972261,3.25404043972261,3.25404043972261,3.25404043972261,3.25404043972261
,St. Bonaventure,AWAY,A10,Canisius,MAAC,"Nov 9, 2024","Buffalo, NY","1,904",1,0,1,0,0,0,1,0,1,0,0,0,1,1,-1,9,-10.5,-2.25,72.25,0,15,3,45,0,0,0,0,0,0,0,0,0,0,0,0,139.5,165,0,43.1191412576609,21.788,1,212,21212,25,,-10.1406125874234,-10.1406125874234,-10.1406125874234,-10.1406125874234,-10.1406125874234
St. John's,,,,,,,,,,,,,,,1,1.25,,,,,,,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0363493322545,-23.0965305698345,287.521950171249,146.713226386526,280.498118265924
,St. John's,HOME,Big East,Quinnipiac,MAAC,"Nov 9, 2024","Queens, NY",5602,1,0,0,0,0,0,1,1,1,0.5,0,0,0.5,0.25,0,23,-22.5,0.25,110.25,1,28,8,224,0,0,0,0,0,0,0,0,0,0,0,1,156.5,169,0,318.924643016546,8.45,1,112,21112,20,,-23.0965305698345,-23.0965305698345,-23.0965305698345,-23.0965305698345,-23.0965305698345
,St. John's,HOME,Big East,Fordham,A10,"Nov 4, 2024","Queens, NY","5,602",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32,18.5,2550.25,3660.25,1,36,0,0,0,1,0,0,0,1,0,0,1,0,0,0,145.5,152,0,213.307817124903,8.45,1,112,21112,50,,287.521950171249,287.521950171249,287.521950171249,287.521950171249,287.521950171249
,St. John's,HOME,Big East,Wagner,NEC,"Nov 13, 2024","Queens, NY","4,751",1,0,0,0,1,1,1,1,1,0.5,0,0,0.5,0.25,-1,21,-25.5,-20.25,30.25,0,25,2,50,0,0,0,0,0,0,0,0,0,0,0,1,142.5,111,0,318.955436489146,8.45,1,112,22112,10,,-13.3251066351085,-13.3251066351085,-13.3251066351085,-13.3251066351085,-13.3251066351085
,St. John's,HOME,Big East,New Mexico,Mountain West,"Nov 17, 2024","New York, NY","12,310",1,0,0,0,1,1,1,3,0,1,0,0,0,0,0,14,-7.5,42.25,272.25,1,16,2,32,0,0,0,0,0,0,0,0,1,0,1,0,162.5,156,0,318.986229961746,8.45,1,112,22112,45,,29.3978052996175,29.3978052996175,29.3978052996175,29.3978052996175,29.3978052996175
St. Thomas,,,,,,,,,,,,,,,1,0.5,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.728408920748,23.533064263648,29.923753577848,4.51889975052723,53.456817841496
,St. Thomas,AWAY,ACC,Green Bay,Horizon,"Nov 8, 2024","Ashwaubenon, WI","2,060",1,0,1,0,0,0,1,0,1,0,0,0,1,1,-1,14,-3.5,110.25,420.25,1,24,4,96,0,0,0,0,0,0,0,0,1,0,1,0,146.5,166,0,31.0389263648,17.816,1,212,21212,35,,23.533064263648,23.533064263648,23.533064263648,23.533064263648,23.533064263648
,St. Thomas,AWAY,Summit,Oklahoma St.,Big 12,"Nov 10, 2024","Stillwater, OK",5447,1,0,1,0,0,0,1,1,0,1,0,0,0,0,-1,-9,13.5,20.25,210.25,1,4,17,68,0,0,0,0,0,0,0,0,1,0,0,0,156.5,151,0,42.9989577848,17.816,1,212,21212,25,,29.923753577848,29.923753577848,29.923753577848,29.923753577848,29.923753577848
Stanford,,,,,,,,,,,,,,,1,1,,,,,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84309910424519,-8.7191152691527,10.2232611920026,8.22172457005332,3.19034413134028
,Stanford,HOME,WAC,Cal St. Fullerton,Big West,"Nov 8, 2024","Stanford, CA",1818,1,0,0,0,0,0,1,0,1,0,0,0,1,1,-1,27,-16.5,110.25,420.25,1,27,11,297,0,0,0,0,0,0,0,0,1,0,0,0,142.5,133,0,60.5259730847302,-8.206,1,112,21112,30,,-8.7191152691527,-8.7191152691527,-8.7191152691527,-8.7191152691527,-8.7191152691527
,Stanford,HOME,ACC,Denver,Summit,"Nov 4, 2024","Stanford, CA","2,286",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,-17.5,30.25,240.25,1,27,2,54,0,0,0,0,0,1,0,0,1,0,0,0,147.5,147,0,45.3646192002635,-8.206,1,112,21112,65,,10.2232611920026,10.2232611920026,10.2232611920026,10.2232611920026,10.2232611920026
,Stanford,HOME,ACC,Northern Arizona,Big Sky,"November 12, 2024","Stanford, CA","2,055",1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,26,-16.5,90.25,380.25,1,29,9,261,0,0,0,0,0,1,0,0,1,0,0,0,145.5,154,0,60.5779823267302,-8.206,1,112,21112,30,,4.2618098232673,4.2618098232673,4.2618098232673,4.2618098232673,4.2618098232673
,Stanford,HOME,ACC,UC Davis,Big West,"Nov 17, 2024","Stanford, CA",2791,1,0,0,0,0,0,1,2,1,0.666666666666667,0,0,0.333333333333333,0.111111111111111,-1,14,-13.5,0.25,110.25,1,19,5,95,0,0,0,0,0,0,0,0,0,0,0,0,148.5,144,0,60.6269607445302,-8.206,1,112,21112,25,,-2.57561161477692,-2.57561161477692,-2.57561161477692,-2.57561161477692,-2.57561161477692
Stephen F. Austin,,,,,,,,,,,,,,,1,1.5,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.23986215768167,-7.986429492442,5.50670517707867,9.54108702428137,-2.47972431536333
,Stephen F. Austin,AWAY,WAC,Drake,Missouri Valley,"Nov 10, 2024","Des Moines, IA",2627,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-15,4.5,-110.25,-0.25,0,6,17,102,0,0,0,0,0,0,0,0,0,0,1,0,139.5,117,0,41.8377507558,22.097,1,212,22212,20,,-7.986429492442,-7.986429492442,-7.986429492442,-7.986429492442,-7.986429492442
,Stephen F. Austin,AWAY,WAC,Arkansas St.,Sun Belt,"Nov 16, 2024","Jonesboro, AR","4,129",1,0,1,0,0,0,1,2,1,0.666666666666667,0,0,0,0,0,-10,7.5,-6.25,56.25,0,5,12,60,0,0,0,0,0,0,0,1,0,0,1,0,148.5,108,0,41.8200510412,22.097,1,212,21212,27,,5.50670517707867,5.50670517707867,5.50670517707867,5.50670517707867,5.50670517707867
Stetson,,,,,,,,,,,,,,,0.666666666666667,1.33333333333333,,,,,,,0.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.8016075304805,-17.4099838287225,40.4200532234846,32.3968158411889,9.2084618642816
,Stetson,HOME,ASUN,Nebraska Omaha,Summit,"Nov 7, 2024","DeLand, FL",561,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-3,-4.5,-56.25,6.25,0,3,20,60,1,0,0,0,0,0,0,0,0,0,1,0,149.5,155,0,42.9673469519524,34.45,1,112,21112,20,,-13.8016075304805,-13.8016075304805,-13.8016075304805,-13.8016075304805,-13.8016075304805
,Stetson,AWAY,ASUN,Oklahoma,SEC,"November 16, 2024","Norman, OK","4,922",1,0,1,0,0,0,0,2,0,1,0,0,-0.666666666666667,-0.444444444444445,1,-21,27.5,42.25,272.25,1,4,24,96,0,0,0,0,0,0,0,0,1,0,0,1,147.5,149,0,41.4231112373524,34.45,1,211,21211,10,,40.4200532234846,40.4200532234846,40.4200532234846,40.4200532234846,40.4200532234846
,Stetson,AWAY,ASUN,The Citadel,Southern,"Nov 11, 2024","Charleston, SC","1,051",1,0,1,0,0,0,1,1,1,0.5,0,0,0,0,0,-22,2.5,-380.25,-90.25,0,0,24,0,0,0,0,0,0,0,0,0,0,0,1,0,145.5,126,0,42.9860171277524,34.45,1,212,21212,10,,-17.4099838287225,-17.4099838287225,-17.4099838287225,-17.4099838287225,-17.4099838287225
Stonehill,,,,,,,,,,,,,,,0.5,0.75,,,,,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.52327977249869,-13.7010971486433,95.9995086192416,48.6043053207244,99.3449710155957
,Stonehill,AWAY,NEC,Notre Dame,ACC,"Nov 6, 2024","South Bend, IN",5121,1,0,1,0,0,0,0,0,0,0,0,0,1,1,-1,-29,26.5,-6.25,56.25,0,2,29,58,0,0,0,0,0,0,0,0,0,0,0,1,142.5,149,0,14.3133095512667,10.645,1,211,21211,15,,6.85400009551267,6.85400009551267,6.85400009551267,6.85400009551267,6.85400009551267
,Stonehill,AWAY,NEC,Providence,Big East,"Nov 9, 2024","Providence, RI",11027,1,0,1,0,0,0,0,1,0,1,0,0,-0.5,-0.25,0,-27,23.5,-12.25,42.25,0,3,28,84,0,0,0,0,0,0,0,0,0,0,0,1,139.5,125,0,14.5350449484667,10.645,1,211,21211,5,,10.1925594494847,10.1925594494847,10.1925594494847,10.1925594494847,10.1925594494847
,Stonehill,NEUTRAL,NEC,New Orleans,Southland,"Nov 15, 2024","Moon Township, PA",0,1,1,0,0,0,0,1,1,2,0.333333333333333,0,0,-0.083333333333333,-0.00694444444444439,0,26,-2.5,552.25,1122.25,1,34,0,0,0,0,0,0,0,1,0,0,1,0,1,0,141.5,134,0,9.50857303526667,10.645,1,312,21312,30,,95.9995086192416,95.9995086192416,95.9995086192416,95.9995086192416,95.9995086192416
,Stonehill,NEUTRAL,NEC,Lindenwood,Ohio Valley,"November 17, 2024","Moon Township, PA",0,1,1,0,0,0,0,1,1,3,0.25,0,0,0.15,0.0225,-1,-1,-1.5,-6.25,56.25,0,13,7,91,1,0,0,0,0,0,0,1,0,0,1,0,135.5,149,0,9.71818513566667,10.645,1,312,21312,50,,-13.7010971486433,-13.7010971486433,-13.7010971486433,-13.7010971486433,-13.7010971486433
Stony Brook,,,,,,,,,,,,,,,0.666666666666667,0.666666666666667,,,,,,,0.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.6023685449833,-36.1706072267413,39.1556354550167,39.5833559374619,-16.6173403167079
,Stony Brook,AWAY,CAA,Marquette,Big East,"Nov 4, 2024","Milwaukee, WI","14,546",1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,-40,22.5,-306.25,-56.25,0,3,42,126,0,0,0,0,0,0,0,0,0,0,0,1,147.5,164,0,22.0004455016667,20.781,1,221,22221,25,,-19.6023685449833,-19.6023685449833,-19.6023685449833,-19.6023685449833,-19.6023685449833
,Stony Brook,AWAY,CAA,Central Michigan,MAC,"Nov 7, 2024","Mount Pleasant, MI",2002,1,0,1,0,0,0,1,1,0,1,0,0,-1,-1,1,1,5.5,42.25,272.25,1,5,12,60,0,1,0,1,0,0,0,1,1,0,1,0,138.5,145,0,22.0004455016667,20.781,1,212,21212,35,,39.1556354550167,39.1556354550167,39.1556354550167,39.1556354550167,39.1556354550167
,Stony Brook,AWAY,CAA,George Mason,A10,"Nov 11, 2024","Fairfax, VA","2,916",1,0,1,0,0,0,1,1,1,0.5,0,0,0,0,0,-38,13.5,-600.25,-210.25,0,2,39,78,0,0,0,0,0,0,0,0,0,0,0,0,143.5,150,0,22.0251773258667,20.781,1,212,21212,10,,-36.1706072267413,-36.1706072267413,-36.1706072267413,-36.1706072267413,-36.1706072267413
Syracuse,,,,,,,,,,,,,,,1,0.666666666666667,,,,,,,-0.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.869008397912,-34.5895104475,-3.604962406018,16.5795889737077,-47.06348125143
,Syracuse,HOME,ACC,Le Moyne,NEC,"Nov 4, 2024","Syracuse, NY","19,619",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,-22.5,-342.25,-72.25,0,8,9,72,0,0,0,1,0,0,1,1,0,0,0,1,151.5,168,0,30.69275525,12.085,1,112,21112,20,,-34.5895104475,-34.5895104475,-34.5895104475,-34.5895104475,-34.5895104475
,Syracuse,HOME,ACC,Colgate,Patriot,"Nov 12, 2024","Syracuse, NY","19,267",1,0,0,0,1,1,1,1,1,0.5,0,0,0.5,0.25,0,2,-11.5,-90.25,0.25,0,13,4,52,0,0,0,1,0,0,0,0,0,0,0,0,153.5,146,0,42.3866602088,12.085,1,112,22112,0,,-8.869008397912,-8.869008397912,-8.869008397912,-8.869008397912,-8.869008397912
,Syracuse,HOME,ACC,Youngstown St.,Horizon,"Nov 16, 2024","Syracuse, NY","19,610",1,0,0,0,0,0,1,1,1,0.5,0,0,0.5,0.25,-1,9,-10.5,-2.25,72.25,0,9,9,81,0,0,0,0,0,0,1,1,0,0,0,0,151.5,199,0,42.7326593982,12.085,1,112,21112,70,,-3.604962406018,-3.604962406018,-3.604962406018,-3.604962406018,-3.604962406018
Tarleton St.,,,,,,,,,,,,,,,0.5,1,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39.4064346546159,-65.8106093381353,18.5663897299391,36.0285239176434,-126.057088917428
,Tarleton St.,AWAY,WAC,SMU,ACC,"Nov 4, 2024","Dallas, TX",5454,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-34,15.5,-342.25,-72.25,0,5,37,185,0,0,0,0,0,0,0,0,0,0,0,0,142.5,158,0,23.4511337199143,17.501,1,211,21211,20,,-32.8765146628009,-32.8765146628009,-32.8765146628009,-32.8765146628009,-32.8765146628009
,Tarleton St.,AWAY,WAC,Florida St.,ACC,"Nov 12, 2024","Tallahassee, FL","3,068",1,0,1,0,0,0,0,2,0,1,0,0,-1,-1,4,-20,17.5,-6.25,56.25,0,2,25,50,0,0,0,0,0,0,0,0,0,0,0,0,146.5,124,0,21.8336729939143,17.501,1,211,21211,5,,18.5663897299391,18.5663897299391,18.5663897299391,18.5663897299391,18.5663897299391
,Tarleton St.,AWAY,WAC,Baylor,Big 12,"Nov 17, 2024","Waco, TX","7,500",1,0,1,1,1,1,1,2,1,0.666666666666667,0,0,-0.416666666666667,-0.173611111111111,1,-63,29.5,-1122.25,-552.25,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,1,143.5,145,0,21.7882106309143,17.501,1,222,22222,-15,,-65.8106093381353,-65.8106093381353,-65.8106093381353,-65.8106093381353,-65.8106093381353
,Tarleton St.,HOME,WAC,Sam Houston St.,CUSA,"Nov 9, 2024","Stephenville, TX","1,487",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-29,4.5,-600.25,-210.25,0,4,32,128,0,0,0,0,0,0,0,0,0,0,1,0,144.5,153,0,21.8791353569143,17.501,1,112,21112,-10,,-45.9363546464309,-45.9363546464309,-45.9363546464309,-45.9363546464309,-45.9363546464309
TCU,,,,,,,,,,,,,,,0.75,0.75,,,,,,,-1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.95623902813581,-14.7879035467088,50.716248600263,30.5870127558179,32.0158669972826
,TCU,HOME,Big 12,Florida A&M,SWAC,"Nov 4, 2024","Fort Worth, TX",5127,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46,-27.5,342.25,812.25,1,50,0,0,0,0,0,0,0,1,0,0,1,0,0,1,145.5,164,0,87.500460026301,44.273,1,112,21112,25,,50.716248600263,50.716248600263,50.716248600263,50.716248600263,50.716248600263
,TCU,HOME,Big 12,Florida Gulf Coast,ASUN,"Nov 8, 2024","Fort Worth, TX","5,026",1,0,0,0,0,0,1,0,1,0,0,0,1,1,-1,16,-17.5,-2.25,72.25,0,16,5,80,0,0,0,0,0,0,0,0,0,0,0,0,148.5,118,0,99.9993453291192,44.273,1,112,21112,20,,-14.7879035467088,-14.7879035467088,-14.7879035467088,-14.7879035467088,-14.7879035467088
,TCU,HOME,Big 12,Texas St.,Sun Belt,"Nov 12, 2024","Fort Worth, TX","4,815",1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,5,-15.5,-110.25,-0.25,0,14,6,84,0,0,0,1,0,0,0,1,0,0,0,0,140.5,147,0,100.033169625919,44.273,1,112,21112,15,,-13.4557233037408,-13.4557233037408,-13.4557233037408,-13.4557233037408,-13.4557233037408
,TCU,AWAY,Big 12,Michigan,Big Ten,"Nov 15, 2024","Ann Arbor, MI","12,707",1,0,1,0,0,0,0,1,1,0.5,0,0,0.5,0.25,-4,-12,7.5,-20.25,30.25,0,1,12,12,0,0,0,0,0,0,0,0,0,0,1,0,151.5,140,0,100.070024746919,44.273,1,211,21211,25,,9.54324524746919,9.54324524746919,9.54324524746919,9.54324524746919,9.54324524746919
Temple,,,,,,,,,,,,,,,0.75,0.75,,,,,,,-1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.184931051209,-15.199023765032,87.08551595951,47.2291526274194,74.256354296896
,Temple,HOME,American,Sacred Heart,MAAC,"Nov 4, 2024","Philadelphia, PA","3,485",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,-13.5,-6.25,56.25,0,11,10,110,0,0,0,0,0,0,0,1,0,0,0,0,144.5,151,0,22.6114234968,18.423,1,112,21112,35,,-15.199023765032,-15.199023765032,-15.199023765032,-15.199023765032,-15.199023765032
,Temple,AWAY,SEC,Monmouth,CAA,"Nov 8, 2024","Trenton, NJ","2,247",1,0,1,0,0,0,1,0,1,0,0,0,1,1,-1,29,-6.5,506.25,1056.25,1,37,0,0,0,0,0,0,0,0,0,0,1,0,1,0,148.5,177,0,31.458395951,18.423,1,212,21212,45,,87.08551595951,87.08551595951,87.08551595951,87.08551595951,87.08551595951
,Temple,HOME,American,Drexel,CAA,"Nov 12, 2024","Philadelphia, PA","4,547",1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,8,-6.5,2.25,132.25,1,12,3,36,0,0,0,1,0,0,0,0,0,0,1,0,142.5,130,0,31.9104739874,18.423,1,112,21112,35,,12.422692739874,12.422692739874,12.422692739874,12.422692739874,12.422692739874
,Temple,AWAY,American,Boston College,ACC,"Nov 15, 2024","Chestnut Hill, MA","4,863",1,0,1,0,0,0,0,1,1,0.5,0,0,0.5,0.25,-4,-3,-1.5,-20.25,30.25,0,5,14,70,1,0,0,0,0,0,0,1,0,0,1,0,144.5,141,0,32.3413362544,18.423,1,211,21211,25,,-10.052830637456,-10.052830637456,-10.052830637456,-10.052830637456,-10.052830637456
Tennessee,,,,,,,,,,,,,,,0.75,1.5,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8203753585142,-18.1512812983319,113.018003221657,56.1493785384542,132.507472640354
,Tennessee,HOME,SEC,Gardner Webb,Big South,"Nov 4, 2024","Knoxville, TN","17,813",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,-27.5,-132.25,-2.25,0,27,0,0,0,0,0,0,0,1,0,0,0,0,0,1,142.5,144,0,104.048070166815,59.511,1,112,21112,15,,-18.1512812983319,-18.1512812983319,-18.1512812983319,-18.1512812983319,-18.1512812983319
,Tennessee,HOME,SEC,Austin Peay,ASUN,"Nov 17, 2024","Knoxville, TN","17,232",1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,35,-27.5,56.25,306.25,1,37,3,111,0,0,0,0,0,1,0,0,1,1,0,1,138.5,171,0,129.380278286731,59.511,1,112,21112,30,,14.5270907828673,14.5270907828673,14.5270907828673,14.5270907828673,14.5270907828673
,Tennessee,HOME,SEC,Montana,Big Sky,"Nov 13, 2024","Knoxville, TN","16,916",1,0,0,0,0,0,1,2,1,0.666666666666667,0,0,0.333333333333333,0.111111111111111,0,35,-25.5,90.25,380.25,1,38,1,38,0,0,0,0,0,1,0,0,1,0,0,1,141.5,149,0,129.352515638331,59.511,1,112,21112,15,,23.1136599341611,23.1136599341611,23.1136599341611,23.1136599341611,23.1136599341611
,Tennessee,AWAY,SEC,Louisville,ACC,"Nov 9, 2024","Louisville, KY","16,976",1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,22,-1.5,420.25,930.25,1,26,0,0,0,0,0,0,0,1,0,0,1,0,1,0,156.5,132,0,129.321722165731,59.511,1,221,21221,45,,113.018003221657,113.018003221657,113.018003221657,113.018003221657,113.018003221657
Tennessee Martin,,,,,,,,,,,,,,,1,1.66666666666667,,,,,,,0.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7940347258407,-5.46613540024,58.09323489976,35.0195196964763,104.421134225361
,Tennessee Martin,AWAY,Ohio Valley,Illinois St.,Missouri Valley,"Nov 4, 2024","Normal, IL",3854,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,12.5,210.25,600.25,1,14,6,84,0,1,0,1,0,0,0,1,1,0,0,0,141.5,132,0,1.303289976,7.916,1,212,21212,30,,58.09323489976,58.09323489976,58.09323489976,58.09323489976,58.09323489976
,Tennessee Martin,AWAY,Ohio Valley,Longwood,Big South,"Nov 16, 2024","Farmville, VA","1,473",1,0,1,0,1,1,1,3,0,1,0,0,-0.333333333333333,-0.111111111111111,1,-2,12.5,110.25,420.25,1,12,2,24,0,0,0,0,0,0,0,0,1,0,0,0,148.5,126,0,41.0792392507333,7.916,1,212,22212,15,,51.7940347258407,51.7940347258407,51.7940347258407,51.7940347258407,51.7940347258407
,Tennessee Martin,AWAY,Ohio Valley,North Alabama,ASUN,"Nov 11, 2024","Florence, AL","2,212",1,0,1,0,0,0,1,2,0,1,0,0,0,0,0,-18,8.5,-90.25,0.25,0,4,25,100,0,0,0,0,0,0,0,0,0,0,1,0,150.5,156,0,54.002159976,7.916,1,212,21212,10,,-5.46613540024,-5.46613540024,-5.46613540024,-5.46613540024,-5.46613540024
Tennessee St.,,,,,,,,,,,,,,,1,1.5,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.73558076926575,2.27380631334143,72.1110943012634,33.3825975548056,89.8560621531363
,Tennessee St.,AWAY,Ohio Valley,Wyoming,Mountain West,"Nov 10, 2024","Laramie, WY",3399,1,0,1,0,0,0,1,1,0,1,0,0,-0.5,-0.25,0,-15,11.5,-12.25,42.25,0,1,20,20,0,0,0,0,0,0,0,0,0,0,0,0,145.5,147,0,11.7828160715429,12.27,1,212,21212,20,,12.0287671607154,12.0287671607154,12.0287671607154,12.0287671607154,12.0287671607154
,Tennessee St.,NEUTRAL,Ohio Valley,Howard,MEAC,"Nov 13, 2024","Phoenix, AZ",0,1,1,0,0,1,1,1,1,2,0.333333333333333,0,0,0,0,0,-4,2.5,-2.25,72.25,0,5,10,50,0,0,0,0,0,0,0,1,0,0,1,0,148.5,172,0,10.1865711149429,12.27,1,312,22312,35,,3.44239437781609,3.44239437781609,3.44239437781609,3.44239437781609,3.44239437781609
,Tennessee St.,HOME,Ohio Valley,Alabama A&M,SWAC,"Nov 16, 2024","Nashville, TN",995,1,0,0,0,0,0,1,3,0,1,0,0,-0.75,-0.5625,4,10,-8.5,2.25,132.25,1,14,8,112,0,0,0,0,0,0,0,1,0,0,1,0,148.5,152,0,10.1138313341429,12.27,1,112,21112,25,,2.27380631334143,2.27380631334143,2.27380631334143,2.27380631334143,2.27380631334143
,Tennessee St.,AWAY,Ohio Valley,Colorado St.,Mountain West,"Nov 8, 2024","Fort Collins, CO","4,866",1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-8,23.5,240.25,650.25,1,6,11,66,0,0,0,0,0,0,0,1,1,0,0,1,146.5,166,0,11.7429301263429,12.27,1,212,22212,40,,72.1110943012634,72.1110943012634,72.1110943012634,72.1110943012634,72.1110943012634
